gene,k562_de,k562_ad,is_control
GALC,2,3,False
GALNT11,2,2,False
GALNT7,2,2,False
GAMT,2,2,False
GATA5,2,2,False
GCAT,2,2,False
GDE1,2,2,False
GDF15,2,3,False
GET4,2,25,False
GGNBP2,2,3,False
GIPC1,2,2,False
ANKRD36,2,2,False
GLI3,2,2,False
GLI4,2,2,False
GLS,2,4,False
GMNN,2,2,False
GOLGA2,2,2,False
GOLGA4,2,3,False
GOLGA8A,2,7,False
GOSR2,2,3,False
GPATCH2L,2,2,False
GPATCH4,2,2,False
GPR61,2,2,False
GPT2,2,3,False
GRHPR,2,2,False
GRWD1,2,2,False
ANP32E,2,2,False
GTF3C4,2,2,False
GTPBP1,2,2,False
GUCD1,2,5,False
GUK1,2,2,False
GULP1,2,2,False
GXYLT1,2,2,False
GYPE,2,2,False
GYS1,2,2,False
GZF1,2,2,False
HADH,2,4,False
ANXA4,2,3,False
HBD,2,2,False
HBG2,2,2,False
HBZ,2,2,False
HCLS1,2,2,False
HDLBP,2,2,False
HELZ,2,2,False
ABCF3,2,3,False
HEY1,2,2,False
HINT1,2,2,False
HIST1H1C,2,4,False
HIST1H1D,2,2,False
HIST1H2AG,2,4,False
HIST1H2AK,2,1,False
HIST1H4H,2,2,False
HM13,2,3,False
HMCES,2,2,False
HMGA2,2,2,False
HMGN3,2,2,False
AP3S2,2,2,False
HOOK2,2,2,False
HOXA1,2,0,False
HOXD10,2,2,False
HSD17B11,2,2,False
HSP90AA1,2,2,False
HSPA4,2,7,False
HTT,2,2,False
HYAL2,2,2,False
ICMT,2,2,False
APH1A,2,3,False
IDE,2,2,False
IDH3G,2,2,False
IER2,2,2,False
IER5L,2,2,False
IFITM1,2,3,False
IGHMBP2,2,2,False
ILK,2,2,False
IMMP1L,2,8,False
IMPA1,2,2,False
IMPACT,2,2,False
INSIG2,2,2,False
INVS,2,2,False
IPO4,2,3,False
IQCB1,2,2,False
IQCC,2,4,False
IRF3,2,2,False
ISYNA1,2,2,False
ITPR2,2,6,False
APPL1,2,2,False
ITSN2,2,2,False
JAGN1,2,2,False
JMJD4,2,2,False
JUP,2,2,False
KAT5,2,2,False
KATNA1,2,2,False
KATNB1,2,2,False
KDM3A,2,2,False
KHDC1,2,3,False
KHDRBS1,2,2,False
KIAA0319L,2,2,False
KIAA1958,2,5,False
KIAA2013,2,2,False
KIF11,2,3,False
KIF20B,2,1,False
KIF22,2,2,False
KIF2C,2,2,False
KIF9,2,2,False
KLHL36,2,4,False
KNSTRN,2,2,False
KPNA1,2,2,False
KPNA3,2,2,False
KRT10,2,2,False
LCLAT1,2,14,False
LCP1,2,2,False
LCP2,2,2,False
LDHB,2,2,False
LEMD3,2,2,False
LHX1,2,3,False
LIMS1,2,2,False
ABHD16A,2,2,False
LMAN2,2,4,False
LONP2,2,3,False
ARHGAP21,2,4,False
LRRC41,2,2,False
LRRC59,2,2,False
LRRC8C,2,3,False
LSM4,2,5,False
LTBR,2,4,False
LYPLA1,2,2,False
LYRM7,2,2,False
MACROD1,2,2,False
MAD2L1BP,2,2,False
MAFF,2,2,False
MAF,2,2,False
MAGEA3,2,2,False
MAGEA6,2,2,False
MAGOHB,2,2,False
MAN1A1,2,3,False
MAP1B,2,2,False
MAP1LC3B,2,2,False
MAP4K3,2,2,False
MAPK8,2,2,False
MAPK9,2,2,False
MAPKAPK3,2,2,False
MAPT,2,3,False
MARK3,2,2,False
MCFD2,2,2,False
MCM8,2,2,False
MEA1,2,2,False
MECP2,2,16,False
MECR,2,2,False
ARID5A,2,4,False
PRXL2C,2,2,False
MFAP3,2,2,False
MFGE8,2,3,False
MFHAS1,2,2,False
MFSD1,2,2,False
MFSD2B,2,3,False
MGAT1,2,2,False
MGAT5,2,2,False
MIB1,2,2,False
MICALL2,2,2,False
MKKS,2,2,False
MKS1,2,2,False
MLXIPL,2,4,False
MLX,2,2,False
ARL5A,2,2,False
ARL6IP1,2,3,False
MOCS3,2,2,False
MOGS,2,3,False
MON1B,2,2,False
MORC3,2,2,False
MOSPD3,2,2,False
MPLKIP,2,2,False
MPP1,2,2,False
MPV17,2,2,False
ARL8B,2,2,False
ARMC10,2,2,False
MRPL30,2,4,False
MSI2,2,5,False
MSMO1,2,2,False
MSRB1,2,2,False
MTA2,2,3,False
MTDH,2,2,False
MTF2,2,2,False
MTFR2,2,2,False
MTM1,2,2,False
MYCBP,2,2,False
MYH9,2,2,False
MYL6,2,2,False
MYO1C,2,2,False
MYO6,2,2,False
MYPOP,2,2,False
N4BP2L2,2,2,False
NAA60,2,2,False
NABP1,2,21,False
NADK,2,2,False
NAGLU,2,2,False
ARPP19,2,2,False
NAP1L1,2,2,False
NAPG,2,2,False
NASP,2,2,False
NBEAL2,2,2,False
NBPF12,2,2,False
NCAPD3,2,2,False
NCK1,2,2,False
NCK2,2,3,False
ABI2,2,1,False
NCLN,2,2,False
NCOA4,2,2,False
NCOA5,2,2,False
ARRDC3,2,2,False
NDE1,2,2,False
NDFIP1,2,2,False
NDOR1,2,3,False
NDUFA10,2,2,False
NDUFAF6,2,2,False
NDUFAF7,2,2,False
NDUFS4,2,2,False
NDUFV3,2,2,False
NEDD4L,2,2,False
NEK7,2,2,False
NETO2,2,2,False
ASAH2B,2,2,False
NFX1,2,2,False
NKAP,2,10,False
NME3,2,2,False
NOSTRIN,2,2,False
NQO2,2,2,False
NR2F6,2,2,False
ASH1L,2,2,False
NRM,2,2,False
NSMAF,2,2,False
NSMCE1,2,3,False
ASIC4,2,3,False
NSRP1,2,2,False
NSUN2,2,2,False
NUCB1,2,2,False
NUDT4,2,2,False
NUDT6,2,2,False
NUDT8,2,2,False
ASNS,2,3,False
NUMBL,2,2,False
NUP205,2,2,False
NUP50,2,2,False
OARD1,2,2,False
ODC1,2,2,False
OPA3,2,2,False
ORMDL1,2,2,False
ORMDL2,2,2,False
OS9,2,2,False
OSBP,2,2,False
OTUD5,2,3,False
OXNAD1,2,2,False
ATAD3B,2,3,False
PAFAH1B2,2,2,False
PAGE5,2,2,False
PAIP2,2,2,False
PANK2,2,2,False
PANK4,2,1,False
ATF2,2,3,False
PARVB,2,2,False
PAX7,2,2,False
ATF6B,2,2,False
PCBD1,2,3,False
ATF6,2,2,False
PCCA,2,2,False
PCNT,2,2,False
PCOLCE,2,2,False
ATG10,2,2,False
PDCL3,2,5,False
PDPR,2,2,False
PDZD11,2,2,False
PEX13,2,2,False
PFDN4,2,5,False
ATG4B,2,2,False
PGBD1,2,2,False
PGLS,2,2,False
PHACTR4,2,2,False
PHF13,2,3,False
PHOSPHO2,2,2,False
PIGB,2,2,False
PIGT,2,2,False
PIK3CB,2,2,False
PIK3CD,2,2,False
PIK3R1,2,2,False
PIP4K2A,2,3,False
PIWIL4,2,2,False
PKIG,2,3,False
PKMYT1,2,3,False
PLCB4,2,2,False
PLCD3,2,3,False
PLCXD1,2,2,False
PLEKHB2,2,4,False
PLEKHG2,2,2,False
PLEKHH3,2,5,False
PLIN3,2,2,False
PMAIP1,2,2,False
PMM2,2,2,False
PMS1,2,2,False
PNMT,2,2,False
POFUT2,2,2,False
POLQ,2,2,False
POM121,2,2,False
POU6F2,2,5,False
PPIL1,2,4,False
PPIP5K1,2,2,False
PPIP5K2,2,2,False
PPM1G,2,3,False
PPME1,2,2,False
PPP1R12C,2,0,False
PPP1R14A,2,1,False
PPP1R7,2,3,False
PPP2R5D,2,1,False
PPP3CC,2,2,False
PRAME,2,9,False
PRCP,2,2,False
PRDM10,2,2,False
PRDX5,2,2,False
PRDX6,2,2,False
PRKAB1,2,2,False
PRKRIP1,2,0,False
PROP1,2,2,False
PRPF31,2,4,False
PRPF3,2,14,False
PRPSAP1,2,2,False
PRR14L,2,2,False
ATP6V1D,2,2,False
PSAP,2,2,False
PSMB5,2,6,False
PSMD1,2,9,False
PSPC1,2,2,False
PTBP3,2,2,False
PTGES3,2,2,False
PTK2,2,2,False
PTMS,2,3,False
PTPN12,2,3,False
PTPN7,2,2,False
PTPRS,2,2,False
PTRH1,2,2,False
PTRH2,2,2,False
PTS,2,2,False
PTTG1,2,10,False
PUS7L,2,2,False
ATP5IF1,2,2,False
PXK,2,2,False
ATRAID,2,2,False
PYCARD,2,2,False
PYCR1,2,3,False
QDPR,2,2,False
QKI,2,2,False
QSOX2,2,3,False
R3HCC1L,2,2,False
RAB11B,2,2,False
RAB35,2,4,False
RAB3GAP1,2,3,False
RAB5A,2,2,False
RAB8B,2,2,False
RABEP1,2,2,False
RALBP1,2,3,False
RALGPS2,2,1,False
RALY,2,2,False
RANBP6,2,2,False
ACADSB,2,2,False
RAP1B,2,2,False
RAP1GAP,2,3,False
RBBP7,2,2,False
RBL2,2,2,False
RDH11,2,2,False
AZI2,2,2,False
RECQL,2,2,False
REEP4,2,1,False
RERE,2,2,False
B2M,2,2,False
REXO4,2,2,False
RFESD,2,3,False
RFX4,2,6,False
RFX5,2,2,False
RFX7,2,2,False
RFXANK,2,1,False
RGS19,2,2,False
RHOG,2,2,False
RHOT1,2,2,False
RMDN1,2,2,False
RNASEH2A,2,2,False
RNF103,2,2,False
RNF115,2,2,False
RNF145,2,2,False
RNF169,2,2,False
RNF185,2,2,False
RNF24,2,2,False
RNF2,2,2,False
RNF5,2,2,False
RNF8,2,2,False
RP9,2,2,False
BACH2,2,1,False
RPN2,2,3,False
BAG5,2,2,False
BAIAP2L1,2,2,False
RRAS2,2,2,False
RREB1,2,2,False
RRNAD1,2,3,False
BANF1,2,2,False
RXRB,2,2,False
SAC3D1,2,2,False
SAMD1,2,4,False
SAP30L,2,2,False
SATB1,2,3,False
BAX,2,2,False
SDCCAG8,2,2,False
SDF2,2,5,False
SDF4,2,2,False
SELENBP1,2,2,False
SELENOK,2,2,False
SENP2,2,2,False
SELENOP,2,2,False
SEPTIN7,2,3,False
SERP1,2,2,False
SETD3,2,1,False
SF3A1,2,1,False
SFMBT1,2,2,False
SGO1,2,2,False
SGTA,2,2,False
SHARPIN,2,2,False
SIRT6,2,4,False
SIX2,2,2,False
BCL10,2,2,False
SLC10A3,2,2,False
SLC18B1,2,2,False
SLC20A2,2,2,False
SLC25A23,2,2,False
BCL2L12,2,2,False
SLC25A37,2,3,False
SLC25A44,2,2,False
SLC25A5,2,2,False
SLC29A1,2,2,False
SLC2A3,2,2,False
SLC35B4,2,2,False
SLC35G6,2,2,False
SLC38A9,2,2,False
BCL7A,2,3,False
SLC39A3,2,2,False
SLC6A8,2,2,False
BCORL1,2,2,False
SLX1A,2,4,False
SMAD5,2,2,False
SMCHD1,2,3,False
SMIM15,2,2,False
SMIM3,2,2,False
SMIM4,2,2,False
SMURF2,2,2,False
SMYD2,2,2,False
SNW1,2,3,False
SNX24,2,2,False
SNX2,2,2,False
SNX33,2,2,False
SNX3,2,3,False
SOCS2,2,2,False
SOHLH1,2,2,False
BHLHA15,2,2,False
SORD,2,2,False
SOX21,2,2,False
SOX6,2,1,False
SPATA33,2,2,False
SPG11,2,2,False
SPIDR,2,2,False
SPIRE1,2,2,False
SPOP,2,2,False
SPR,2,2,False
SPSB3,2,2,False
SPTSSA,2,2,False
SQLE,2,4,False
SRPK2,2,2,False
SRSF4,2,3,False
SRSF9,2,2,False
SSBP4,2,2,False
ITPRID2,2,3,False
BLOC1S2,2,2,False
ST7L,2,3,False
STAM,2,2,False
STAR,2,2,False
STAT3,2,2,False
STK11,2,2,False
STK16,2,2,False
STK4,2,2,False
STMN3,2,2,False
BLVRB,2,2,False
STX16,2,2,False
STX1A,2,1,False
STX3,2,2,False
STX4,2,2,False
STXBP1,2,3,False
SUCLA2,2,2,False
SVIP,2,2,False
SYCP2L,2,7,False
SYCP2,2,2,False
BNIP2,2,2,False
TATDN1,2,2,False
TAX1BP1,2,2,False
TBC1D13,2,2,False
TBC1D23,2,2,False
TBL1X,2,1,False
TCEAL1,2,2,False
TCF25,2,2,False
TCF4,2,4,False
BPNT1,2,4,False
TDP1,2,2,False
TEAD3,2,2,False
BRAF,2,2,False
TES,2,10,False
TET2,2,3,False
BRAP,2,2,False
BRAT1,2,2,False
TFEB,2,2,False
TGDS,2,2,False
THAP10,2,2,False
THAP5,2,3,False
TIFA,2,7,False
TIMM8B,2,2,False
TJP2,2,5,False
TM2D1,2,2,False
TMA7,2,3,False
TMBIM4,2,2,False
TMED3,2,2,False
TMEM134,2,3,False
ACOT13,2,2,False
TMEM138,2,2,False
TMEM14C,2,2,False
TMEM161A,2,3,False
TMEM165,2,2,False
TMEM179B,2,5,False
TMEM183A,2,2,False
TMEM186,2,1,False
TMEM189,2,1,False
TMEM234,2,2,False
TMEM245,2,2,False
TMEM30A,2,3,False
TMEM33,2,1,False
BRPF1,2,2,False
TMEM39A,2,1,False
TMEM39B,2,2,False
BRPF3,2,5,False
MACO1,2,1,False
TMEM59,2,2,False
RXYLT1,2,3,False
TMEM70,2,2,False
TMEM99,2,2,False
TMEM9,2,3,False
TMX4,2,1,False
TNFRSF10A,2,2,False
TOMM7,2,3,False
TP63,2,2,False
TPGS2,2,2,False
TPM3,2,2,False
TPST2,2,1,False
TRAPPC2,2,3,False
TRIM27,2,2,False
BTG3,2,2,False
BTK,2,2,False
TRIT1,2,2,False
TRMT11,2,3,False
BTN2A2,2,3,False
TRNP1,2,3,False
RO60,2,2,False
TRPS1,2,2,False
TSC22D1,2,2,False
TSEN34,2,2,False
TSPAN4,2,2,False
TSPYL2,2,2,False
TST,2,3,False
TTC9C,2,1,False
TTPAL,2,3,False
TUBA4A,2,2,False
TUBGCP2,2,2,False
TWIST2,2,2,False
TXNDC5,2,5,False
TXNL1,2,2,False
UBAP2,2,2,False
UBL4A,2,2,False
UBL7,2,2,False
UBR1,2,3,False
UBR3,2,2,False
C11orf68,2,3,False
UBXN1,2,1,False
UBXN7,2,2,False
UFD1,2,3,False
UGT8,2,2,False
UIMC1,2,2,False
UNC119B,2,2,False
UNKL,2,2,False
UQCR10,2,2,False
UQCRH,2,2,False
USO1,2,3,False
USP16,2,3,False
USP25,2,2,False
USP47,2,2,False
USP48,2,1,False
USP8,2,2,False
VAMP8,2,4,False
VGF,2,3,False
VKORC1L1,2,2,False
VPS25,2,2,False
GON7,2,2,False
VPS54,2,9,False
VRK1,2,2,False
VTA1,2,2,False
WAS,2,2,False
WBP2,2,2,False
WDR11,2,2,False
WDR19,2,2,False
WDR24,2,18,False
WDR25,2,3,False
WDR27,2,2,False
WDR34,2,1,False
WDR37,2,2,False
WDR41,2,2,False
WDR6,2,2,False
WDR70,2,8,False
WDR76,2,2,False
WIPI1,2,1,False
WIPI2,2,2,False
WWP2,2,2,False
XIAP,2,2,False
C15orf61,2,2,False
XPO6,2,2,False
XRCC4,2,2,False
YAF2,2,2,False
YES1,2,2,False
YIF1A,2,3,False
YRDC,2,4,False
YWHAB,2,2,False
YWHAH,2,2,False
YWHAZ,2,2,False
ZBTB37,2,2,False
ZBTB46,1,1,False
ZBTB49,1,1,False
ZBTB7B,1,1,False
ZBTB8A,1,1,False
ZC3H7B,1,1,False
ZCCHC3,1,2,False
ZDHHC24,1,1,False
ZDHHC5,1,1,False
ZFAND6,1,1,False
ZFP36L1,1,1,False
ZFP69B,1,1,False
ZFP90,1,1,False
ZFYVE28,1,1,False
ZFYVE9,1,1,False
ZHX2,1,1,False
ZIC4,1,1,False
ZMAT4,1,1,False
ZMIZ2,1,1,False
ZMYM1,1,1,False
ZMYM5,1,1,False
ZNF10,1,1,False
ZNF114,1,1,False
FAM174C,1,1,False
ZNF12,1,1,False
ZNF133,1,1,False
ZNF140,1,1,False
ZNF142,1,1,False
ZNF146,1,1,False
ZNF14,1,1,False
ZNF19,1,1,False
ZNF200,1,1,False
ZNF205,1,2,False
ZNF208,1,1,False
ZNF211,1,1,False
C19orf48,1,1,False
ZNF221,1,1,False
TIMM29,1,1,False
ZNF232,1,1,False
ZNF248,1,1,False
ZNF24,1,1,False
ZNF254,1,1,False
ZNF263,1,1,False
ZNF266,1,1,False
ZNF268,1,1,False
ZNF26,1,1,False
ZNF280A,1,1,False
ZNF280D,1,1,False
ZNF304,1,1,False
ZNF318,1,1,False
ZNF322,1,1,False
ZNF32,1,3,False
ZNF33B,1,1,False
ZNF343,1,1,False
ZNF347,1,1,False
ZNF350,1,1,False
ZNF367,1,1,False
C1GALT1,1,1,False
ZNF385B,1,1,False
ZNF407,1,1,False
ZNF428,1,1,False
ZNF429,1,1,False
ZNF438,1,1,False
ZNF446,1,1,False
ZNF449,1,1,False
ZNF469,1,3,False
C1orf122,1,0,False
ZNF485,1,1,False
ZNF490,1,1,False
ZNF503,1,2,False
ZNF510,1,1,False
ZNF512B,1,1,False
ZNF517,1,1,False
ZNF521,1,1,False
C1orf159,1,1,False
ZNF526,1,5,False
ZNF529,1,1,False
ZNF530,1,1,False
ZNF541,1,1,False
ZNF544,1,1,False
ZNF550,1,1,False
ZNF551,1,2,False
ZNF562,1,1,False
ZNF565,1,1,False
ZNF568,1,1,False
ZNF571,1,2,False
ZNF576,1,1,False
FNDC10,1,1,False
ZNF57,1,1,False
ZNF580,1,1,False
ZNF584,1,1,False
ZNF587B,1,1,False
ZNF587,1,10,False
ZNF593,1,2,False
C1orf35,1,1,False
ZNF599,1,1,False
ZNF606,1,1,False
ZNF621,1,1,False
C1orf50,1,1,False
ZNF623,1,2,False
ZNF648,1,1,False
ZNF655,1,2,False
ZNF667,1,1,False
ZNF669,1,1,False
ZNF670,1,1,False
C1orf56,1,1,False
C1orf61,1,1,False
ZNF697,1,1,False
ZNF701,1,1,False
ZNF705B,1,1,False
ZNF705G,1,1,False
ZNF71,1,1,False
ZNF721,1,1,False
ZNF735,1,1,False
C20orf27,1,1,False
ZNF747,1,0,False
ZNF74,1,1,False
ZNF76,1,1,False
ZNF770,1,2,False
CFAP410,1,1,False
ZNF771,1,1,False
ZNF782,1,1,False
ZNF7,1,1,False
ZNF816,1,1,False
ZNF827,1,1,False
ZNF831,1,1,False
ZNF845,1,1,False
ZNF850,1,1,False
ZNF85,1,1,False
ZNF883,1,1,False
ZNF91,1,1,False
ZNF92,1,1,False
ZNFX1,1,1,False
ZNRF2,1,1,False
ZSCAN18,1,1,False
ZSCAN22,1,2,False
ZSWIM7,1,1,False
ZSWIM8,1,0,False
C2orf42,1,1,False
WDCP,1,1,False
MAIP1,1,1,False
C2orf49,1,2,False
C2orf88,1,1,False
C3orf38,1,1,False
HPF1,1,1,False
C5orf15,1,1,False
MRNIP,1,1,False
C5orf51,1,2,False
ILRUN,1,1,False
ACTR1A,1,1,False
C6orf52,1,1,False
RBIS,1,1,False
C8orf76,1,1,False
PAXX,1,1,False
C9orf40,1,1,False
C9orf78,1,1,False
C9orf85,1,1,False
CA11,1,1,False
CA5A,1,1,False
ACTR3B,1,1,False
CA8,1,1,False
CAB39,1,1,False
CACNB3,1,1,False
ACTR3C,1,1,False
CACYBP,1,1,False
CADM4,1,2,False
CALM1,1,1,False
CALM3,1,1,False
CAMKMT,1,1,False
CAMTA1,1,1,False
CAPG,1,1,False
CAPN1,1,1,False
CAPN2,1,1,False
CAPZA2,1,1,False
CARHSP1,1,1,False
NAXD,1,1,False
ACVR1B,1,1,False
AARSD1,1,1,False
CASP2,1,1,False
ACVR2B,1,1,False
CASS4,1,1,False
CBR4,1,1,False
CCDC116,1,2,False
CCDC138,1,1,False
CCDC14,1,1,False
CCDC167,1,1,False
CCDC28A,1,1,False
CCDC34,1,1,False
CCDC47,1,1,False
CCDC66,1,1,False
CCDC77,1,1,False
CCDC82,1,1,False
CCDC85B,1,1,False
ADAM15,1,1,False
CCDC88A,1,2,False
CCDC8,1,1,False
ADAM17,1,1,False
ADAM9,1,1,False
CCND2,1,1,False
CCNI,1,1,False
CCNT1,1,1,False
CCNY,1,1,False
ADAMTSL4,1,1,False
CCZ1B,1,1,False
CD151,1,1,False
CD164,1,1,False
CD2AP,1,2,False
CD47,1,1,False
CD53,1,1,False
ADAR,1,1,False
CD55,1,1,False
CD81,1,1,False
CDC16,1,1,False
CDC27,1,1,False
CDC45,1,1,False
CDCA2,1,1,False
CDCA3,1,1,False
CDCA4,1,1,False
CDCA7,1,1,False
CDK10,1,1,False
CDK16,1,1,False
CDK19,1,1,False
ADA,1,1,False
CDK2AP1,1,1,False
CDK4,1,2,False
CDKAL1,1,1,False
CDKL1,1,1,False
CDKN1C,1,1,False
CDKN2AIPNL,1,1,False
CDKN2C,1,1,False
CDV3,1,1,False
CDX2,1,1,False
CEBPA,1,1,False
CEBPD,1,1,False
CENPB,1,2,False
CENPH,1,1,False
CENPQ,1,1,False
CENPV,1,1,False
CEP170,1,1,False
CEP250,1,1,False
CEP290,1,1,False
CEP44,1,1,False
CEP57L1,1,1,False
CEP57,1,1,False
CERCAM,1,1,False
CERS2,1,1,False
CES2,1,1,False
CETN2,1,1,False
ADH5,1,1,False
CFL1,1,1,False
ADI1,1,1,False
CHCHD2,1,1,False
CHCHD5,1,1,False
CHCHD6,1,1,False
CHD3,1,1,False
CHD7,1,1,False
CHEK1,1,1,False
CHI3L2,1,1,False
CHMP2B,1,1,False
CHMP4B,1,1,False
CHM,1,1,False
CHPF2,1,1,False
CHRAC1,1,1,False
CHURC1,1,1,False
CIR1,1,1,False
CIRBP,1,1,False
CISD1,1,1,False
CISD2,1,1,False
CISD3,1,1,False
CISH,1,1,False
CKB,1,1,False
CKLF,1,1,False
CKS2,1,1,False
CLCN6,1,1,False
CLCN7,1,1,False
GRK2,1,1,False
CLHC1,1,1,False
CLIC1,1,1,False
CLK4,1,1,False
CLN3,1,1,False
CLN6,1,4,False
CLPTM1L,1,1,False
CLSPN,1,6,False
CLSTN1,1,1,False
CLTA,1,2,False
CMC1,1,1,False
CMTM6,1,1,False
CMTM7,1,1,False
CNN1,1,1,False
CNN2,1,1,False
CNOT6L,1,1,False
CNOT7,1,1,False
CNPY2,1,1,False
AEN,1,1,False
COA6,1,1,False
COCH,1,1,False
COL2A1,1,2,False
CERT1,1,1,False
COPB2,1,9,False
COQ6,1,8,False
COQ7,1,1,False
CORO1B,1,1,False
CORO1C,1,1,False
COX14,1,1,False
COX16,1,1,False
COX6A1,1,1,False
COX8A,1,2,False
CPNE2,1,1,False
CPNE3,1,1,False
CPOX,1,1,False
CPT2,1,1,False
CPVL,1,1,False
CRBN,1,2,False
CRCP,1,1,False
CREB3L1,1,1,False
CREB3L4,1,1,False
CRELD2,1,2,False
CRIM1,1,2,False
CRK,1,1,False
CRTAP,1,1,False
AGL,1,1,False
CSH2,1,1,False
CSNK1G2,1,1,False
AGO2,1,1,False
CST3,1,1,False
AGO3,1,1,False
MIA2,1,1,False
CTDSP1,1,1,False
CTDSP2,1,1,False
CTNNA1,1,1,False
CTNND1,1,1,False
CTPS1,1,15,False
CTSA,1,1,False
CTSC,1,1,False
AGPAT2,1,1,False
CTSL,1,1,False
CTSS,1,1,False
CUEDC2,1,1,False
AGPAT3,1,1,False
CUL4A,1,2,False
CUX1,1,1,False
CWC27,1,1,False
AGPAT5,1,1,False
CYB5A,1,1,False
CYB5R2,1,1,False
CYBA,1,2,False
CYBRD1,1,1,False
AGRN,1,1,False
CYFIP1,1,1,False
CYP20A1,1,1,False
CYP2A13,1,1,False
CYP2R1,1,1,False
AGTRAP,1,1,False
CYSTM1,1,2,False
CYTH2,1,1,False
DAP,1,1,False
DAZAP2,1,1,False
DBF4B,1,1,False
DBP,1,2,False
DBT,1,1,False
DCAF17,1,1,False
DCLRE1B,1,1,False
DCTN6,1,1,False
DCXR,1,1,False
DDAH2,1,1,False
DDHD2,1,1,False
DDX31,1,2,False
DDX39A,1,1,False
AHSA1,1,1,False
DDX42,1,1,False
AHSA2,1,2,False
DECR1,1,1,False
DEF6,1,1,False
DENND4C,1,1,False
DEPDC1B,1,2,False
DEPDC1,1,1,False
DEPDC7,1,1,False
AIF1,1,1,False
DESI2,1,1,False
ESS2,1,1,False
DGCR2,1,1,False
DHCR24,1,1,False
DHRS4,1,1,False
DHRS7,1,1,False
DHX57,1,1,False
AIMP2,1,1,False
DIP2A,1,1,False
DIP2B,1,1,False
AIP,1,1,False
DLAT,1,1,False
DLGAP5,1,1,False
DLX4,1,2,False
AK2,1,1,False
DMRTB1,1,1,False
DNAH14,1,1,False
DNAJA2,1,5,False
DNAJC10,1,1,False
DNAJC3,1,3,False
AKAP13,1,0,False
DNAJC4,1,1,False
DNAJC5,1,4,False
AKAP17A,1,1,False
DNPEP,1,1,False
DNPH1,1,1,False
AKAP1,1,1,False
DOCK2,1,1,False
DOLPP1,1,3,False
DPF3,1,1,False
AKAP9,1,1,False
DPP8,1,1,False
DPPA2,1,1,False
DPY19L2,1,1,False
DRAM2,1,1,False
DRG2,1,2,False
DRGX,1,2,False
DSCC1,1,1,False
VPS26C,1,1,False
DSCR4,1,1,False
DSG2,1,2,False
DTL,1,1,False
AKNA,1,1,False
DTNBP1,1,1,False
DUS1L,1,1,False
DUS2,1,4,False
DUS4L,1,1,False
DUSP13,1,1,False
DUSP23,1,1,False
DUSP3,1,1,False
DUSP9,1,1,False
DVL2,1,1,False
DYNC1LI1,1,1,False
DYNC2LI1,1,1,False
E2F2,1,1,False
EAF2,1,2,False
AKR1E2,1,1,False
EBAG9,1,1,False
EBF1,1,1,False
EBPL,1,1,False
EBP,1,1,False
ECE2,1,3,False
ECH1,1,1,False
ECHDC1,1,1,False
ECI1,1,2,False
EDEM3,1,1,False
EEA1,1,1,False
EED,1,1,False
EEF1A1,1,1,False
EEF1A2,1,1,False
EEF1E1,1,1,False
EFCAB11,1,1,False
EFCAB14,1,1,False
ABCB9,1,1,False
EFTUD2,1,1,False
EGLN2,1,1,False
EID1,1,1,False
EIF1B,1,1,False
EIF2AK1,1,1,False
EIF2AK2,1,2,False
ALDH18A1,1,4,False
ALDH1A1,1,1,False
EIF4EBP1,1,1,False
ALDH5A1,1,1,False
ELOVL5,1,1,False
ELOVL6,1,1,False
ELP6,1,1,False
EMC10,1,1,False
EMC6,1,1,False
EMD,1,1,False
EMILIN2,1,0,False
EMP2,1,2,False
EMP3,1,1,False
EMX2,1,1,False
ENOPH1,1,1,False
ENOSF1,1,1,False
TEPSIN,1,1,False
ENTPD7,1,4,False
EOMES,1,1,False
EPB41,1,1,False
EPN1,1,1,False
EPN2,1,1,False
EPS8L2,1,1,False
ERBIN,1,1,False
ERC1,1,1,False
ERCC5,1,1,False
ERGIC2,1,1,False
ERI3,1,4,False
ERLIN2,1,1,False
ERMAP,1,1,False
ERP29,1,1,False
ERP44,1,1,False
ESAM,1,1,False
ESCO2,1,1,False
ESD,1,1,False
ALG8,1,1,False
ETFB,1,1,False
ETFDH,1,1,False
ETV2,1,1,False
ETV6,1,1,False
EVI5,1,1,False
ALKBH3,1,1,False
EXO1,1,1,False
EXTL2,1,1,False
EZH1,1,1,False
EZR,1,1,False
F11R,1,1,False
ALKBH7,1,1,False
F2RL3,1,1,False
FABP5,1,1,False
FADS2,1,1,False
FAM104B,1,1,False
FAM111A,1,1,False
FAM120B,1,1,False
FAM156A,1,1,False
FAM177A1,1,1,False
FAM184A,1,1,False
FAM192A,1,1,False
FAM207A,1,1,False
AMD1,1,1,False
ABCC4,1,2,False
AMDHD2,1,1,False
FAM219B,1,1,False
FAM3C,1,1,False
FAM49B,1,2,False
FAM53C,1,1,False
MIGA2,1,2,False
FAM78A,1,1,False
FAM86C1,1,1,False
FAM89A,1,1,False
FAM91A1,1,1,False
FAM92A,1,1,False
CIAO2A,1,1,False
FAM98C,1,1,False
FANCD2,1,1,False
FBLIM1,1,1,False
FBXL12,1,1,False
FBXL20,1,1,False
AMPD3,1,1,False
AAAS,1,2,False
FBXL8,1,1,False
FBXO21,1,1,False
FBXO22,1,1,False
FBXO7,1,1,False
ANAPC11,1,1,False
FBXO8,1,1,False
FBXO9,1,1,False
FBXW5,1,1,False
