gene,mean_R,mean_NR,diff_R_minus_NR,p,padj
OLA1,0.7461432,1.2666847,-0.5205414,3.6406014e-05,0.0070212331445642555
COX5B,2.5985959,3.5449817,-0.94638586,3.6406014e-05,0.0070212331445642555
MCM4,0.24979913,0.7212669,-0.4714678,4.0076364e-05,0.007103621341058683
UBE2L5P,0.59663093,0.88666385,-0.29003292,4.0076364e-05,0.007103621341058683
AATF,1.1848974,1.8159939,-0.6310965,4.0076364e-05,0.007103621341058683
LL22NC03-80A10.6,0.29507178,0.48810312,-0.19303134,4.0076364e-05,0.007103621341058683
RABAC1,2.6072001,3.5184984,-0.9112983,4.0076364e-05,0.007103621341058683
KIF15,0.022354802,0.207853,-0.18549821,4.1468273e-05,0.007103621341058683
CLIC1,5.2308493,7.0870376,-1.8561883,4.4096094e-05,0.007103621341058683
DBI,1.6836342,2.7796853,-1.0960511,4.4096094e-05,0.007103621341058683
FAM117B,0.515765,0.21335295,0.30241206,4.4096094e-05,0.007103621341058683
TXN,1.3932922,2.2727625,-0.87947035,4.4096094e-05,0.007103621341058683
ATP5E,2.6255355,3.4914868,-0.8659513,4.4096094e-05,0.007103621341058683
NDC80,0.3175153,0.6841888,-0.36667347,4.4096094e-05,0.007103621341058683
GAPDHP60,0.24410553,0.4854432,-0.24133767,4.4096094e-05,0.007103621341058683
RNASEK,4.1483827,5.4265704,-1.2781878,4.4096094e-05,0.007103621341058683
RP1-187B23.1,0.30197513,0.11513624,0.1868389,4.8398684e-05,0.007218027920474845
HELLS,0.86567175,1.5197113,-0.6540395,4.8496207e-05,0.007218027920474845
PSMA4,1.7420988,2.917312,-1.1752131,4.8496207e-05,0.007218027920474845
TMED2,2.4290752,3.2713208,-0.8422456,4.8496207e-05,0.007218027920474845
CCNA2,0.16677557,0.5260885,-0.3593129,4.8496207e-05,0.007218027920474845
PSMB2,1.3177788,2.1826897,-0.86491084,4.8496207e-05,0.007218027920474845
PSMA2,2.4648895,3.6014776,-1.1365881,4.8496207e-05,0.007218027920474845
E2F7,0.041076113,0.14990012,-0.108824015,5.0196966e-05,0.007373548397049719
PKMYT1,0.107908025,0.4721917,-0.36428368,5.2781557e-05,0.007373548397049719
IFITM1,6.697546,8.335492,-1.6379461,5.3310545e-05,0.007373548397049719
RP3-352A20.1,0.054389566,0.10397115,-0.049581587,5.3310545e-05,0.007373548397049719
UBE2L6,2.9926858,4.6699624,-1.6772766,5.3310545e-05,0.007373548397049719
DOHH,0.16726124,0.33661202,-0.16935077,5.3310545e-05,0.007373548397049719
TOMM5,1.2563908,1.911798,-0.6554072,5.3310545e-05,0.007373548397049719
CDK1,0.1273975,0.5902218,-0.4628243,5.8287264e-05,0.007638792226844955
ATP5EP2,1.4944179,2.0533552,-0.5589373,5.8575417e-05,0.007638792226844955
AC007318.5,0.8347318,1.1604519,-0.32572007,5.8575417e-05,0.007638792226844955
CASP4,2.6028194,3.6758018,-1.0729823,5.8575417e-05,0.007638792226844955
PRF1,3.4852848,5.7902317,-2.304947,5.8575417e-05,0.007638792226844955
CHP1,2.3410525,3.2789652,-0.9379127,5.8575417e-05,0.007638792226844955
CASC5,0.08715338,0.3556551,-0.26850173,6.429863e-05,0.007726947346096143
PIF1,0.09095603,0.29280514,-0.2018491,6.429863e-05,0.007726947346096143
MT2A,2.2142396,4.0064173,-1.7921777,6.4330095e-05,0.007726947346096143
CPSF3L,1.3577108,1.8107756,-0.4530648,6.4330095e-05,0.007726947346096143
GBP4,1.3035514,2.2034755,-0.89992404,6.4330095e-05,0.007726947346096143
MSN,4.8631897,6.0478606,-1.1846709,6.4330095e-05,0.007726947346096143
MDH2,1.9274615,2.6953762,-0.76791465,6.4330095e-05,0.007726947346096143
TSTA3,1.1531336,1.7379256,-0.584792,6.4330095e-05,0.007726947346096143
MRPL21,0.7139529,1.1471628,-0.4332099,6.4330095e-05,0.007726947346096143
RN7SL56P,0.056567032,0.23114474,-0.17457771,6.8289904e-05,0.00799140757698304
SUMO2,4.494043,5.817972,-1.3239293,7.061713e-05,0.00799140757698304
SEC11A,1.7320907,2.6331103,-0.9010196,7.061713e-05,0.00799140757698304
GPRASP1,0.24766386,0.116868496,0.13079536,7.061713e-05,0.00799140757698304
CISD1,0.33850858,0.6977431,-0.35923454,7.061713e-05,0.00799140757698304
CD38,1.2115008,2.9869378,-1.775437,7.061713e-05,0.00799140757698304
RNF7,1.8818264,2.5067916,-0.6249652,7.061713e-05,0.00799140757698304
PSMB8,4.0537324,5.7292967,-1.6755643,7.748247e-05,0.00809898856973528
GNG5,2.1122448,3.3839254,-1.2716806,7.748247e-05,0.00809898856973528
LMAN2,2.5164318,3.5708125,-1.0543807,7.748247e-05,0.00809898856973528
TCEB2,2.8151395,3.8547988,-1.0396593,7.748247e-05,0.00809898856973528
MALAT1,11.786317,11.391096,0.39522076,7.748247e-05,0.00809898856973528
KIAA0247,2.095415,2.801367,-0.7059519,7.748247e-05,0.00809898856973528
TPM3,6.1632814,7.299649,-1.1363673,7.748247e-05,0.00809898856973528
ARF5,2.4638777,3.4151006,-0.9512229,7.748247e-05,0.00809898856973528
AP2B1,1.8809861,2.6602886,-0.7793025,7.748247e-05,0.00809898856973528
WEE1,0.270265,0.54172426,-0.27145925,7.748247e-05,0.00809898856973528
MCM2,0.20341407,0.60357547,-0.4001614,8.493531e-05,0.0083710031850132
GZMA,4.233495,6.4172964,-2.1838012,8.4975494e-05,0.0083710031850132
DPP3,0.5309053,1.0045266,-0.4736213,8.4975494e-05,0.0083710031850132
CST7,5.405554,7.3386784,-1.9331245,8.4975494e-05,0.0083710031850132
PDIA6,1.8303676,2.9536397,-1.1232722,8.4975494e-05,0.0083710031850132
BRK1,2.5691566,3.7804606,-1.211304,8.4975494e-05,0.0083710031850132
NDUFA6,1.9277718,2.8027902,-0.87501836,8.4975494e-05,0.0083710031850132
EDF1,4.12061,5.2450175,-1.1244073,8.4975494e-05,0.0083710031850132
CDC6,0.055301394,0.22385079,-0.16854939,9.207261e-05,0.00867686674530819
CCDC167,0.6947541,1.3193597,-0.62460554,9.314974e-05,0.00867686674530819
OASL,1.7409151,3.1308234,-1.3899083,9.314974e-05,0.00867686674530819
RAPGEF1,1.374154,1.8396335,-0.4654795,9.314974e-05,0.00867686674530819
HLA-DRA,2.6259236,4.5033197,-1.8773961,9.314974e-05,0.00867686674530819
PSMC1P1,0.6908717,1.0514559,-0.36058414,9.314974e-05,0.00867686674530819
ZMAT5,0.37282428,0.6762159,-0.3033916,9.314974e-05,0.00867686674530819
GABARAP,4.421905,5.6852446,-1.2633395,9.314974e-05,0.00867686674530819
DR1,2.406527,3.170891,-0.764364,0.0001020626,0.009056521356522558
APOBEC3C,4.8327365,6.568644,-1.7359076,0.0001020626,0.009056521356522558
NUTF2,1.3541781,2.0387528,-0.6845747,0.0001020626,0.009056521356522558
UBE2L3,1.796138,2.7318335,-0.9356954,0.0001020626,0.009056521356522558
PPIB,4.7683263,5.824182,-1.0558558,0.0001020626,0.009056521356522558
IFI6,2.4053023,4.2598586,-1.8545563,0.0001020626,0.009056521356522558
PRDX5,2.0867765,3.1212006,-1.0344241,0.0001020626,0.009056521356522558
SCML1,0.28915778,0.07566107,0.21349671,0.00010510624,0.009056521356522558
KIF2C,0.073385894,0.2724733,-0.19908741,0.00011126577,0.009056521356522558
ASF1B,0.12253216,0.4772186,-0.35468644,0.00011157188,0.009056521356522558
LINC00152,3.2617981,5.0919557,-1.8301575,0.000111776244,0.009056521356522558
PSMD11,2.0328827,2.6145563,-0.5816736,0.000111776244,0.009056521356522558
UQCRFS1,1.9461675,2.6819694,-0.73580194,0.000111776244,0.009056521356522558
ATP6V1F,1.5873188,2.339987,-0.75266826,0.000111776244,0.009056521356522558
UQCR10,1.7957863,2.481095,-0.6853088,0.000111776244,0.009056521356522558
RP1-56K13.3,1.0501972,1.6613928,-0.61119556,0.000111776244,0.009056521356522558
RNF4,2.5882664,3.3499627,-0.76169634,0.000111776244,0.009056521356522558
SERF2,6.496468,7.5679936,-1.0715256,0.000111776244,0.009056521356522558
CAPN1,1.5412009,2.216892,-0.6756911,0.000111776244,0.009056521356522558
RAB1B,2.2722723,3.3025954,-1.030323,0.000111776244,0.009056521356522558
MTHFD1,0.8364615,1.4547962,-0.6183347,0.000111776244,0.009056521356522558
PSMA7,4.928965,6.182146,-1.253181,0.000111776244,0.009056521356522558
RRM2,0.10028703,0.5563233,-0.45603627,0.00011510268,0.009256559047762443
YWHAB,5.014598,6.1797624,-1.1651645,0.0001223572,0.009256559047762443
OPTN,2.9550443,3.9604263,-1.0053821,0.0001223572,0.009256559047762443
CPPED1,0.16314133,0.36006224,-0.19692092,0.0001223572,0.009256559047762443
SNX5,1.9268974,2.726831,-0.79993355,0.0001223572,0.009256559047762443
EIF2S2,1.4712583,2.0287166,-0.5574583,0.0001223572,0.009256559047762443
VPS16,0.7714101,1.1743203,-0.40291023,0.0001223572,0.009256559047762443
KIAA0101,0.1906994,0.6962553,-0.5055559,0.0001223572,0.009256559047762443
TMBIM1,1.1962315,1.7809232,-0.58469176,0.0001223572,0.009256559047762443
GSTP1,2.3386776,3.4781795,-1.1395018,0.0001223572,0.009256559047762443
ARPC3,5.07867,6.464218,-1.3855481,0.0001223572,0.009256559047762443
SNRPC,1.155877,1.9008845,-0.7450075,0.0001223572,0.009256559047762443
MYL12B,5.0814614,6.447452,-1.3659906,0.00013387752,0.009498367135891318
CD74,8.783102,10.252303,-1.4692011,0.00013387752,0.009498367135891318
SP140,2.0744946,3.012317,-0.93782234,0.00013387752,0.009498367135891318
SNRPF,1.1000068,1.7005659,-0.6005591,0.00013387752,0.009498367135891318
PSMD9,1.2608402,1.9646163,-0.7037761,0.00013387752,0.009498367135891318
CBX3,2.694893,3.6474404,-0.95254755,0.00013387752,0.009498367135891318
NDUFA13,3.1212304,4.178094,-1.0568635,0.00013387752,0.009498367135891318
SKA2,1.0257895,1.8688093,-0.84301984,0.00013387752,0.009498367135891318
PSMD14,0.9899153,1.6150886,-0.6251733,0.00013387752,0.009498367135891318
SRI,2.032516,3.0472765,-1.0147605,0.00013387752,0.009498367135891318
RP11-234B24.6,0.16566867,0.293078,-0.12740934,0.00013387752,0.009498367135891318
AP2S1,1.2128744,1.9673481,-0.7544737,0.00013387752,0.009498367135891318
GBP5,2.6437652,4.4233646,-1.7795994,0.00014641418,0.009638699035349418
ALDOA,6.7008176,7.835979,-1.1351614,0.00014641418,0.009638699035349418
KDELR2,1.3337655,2.0120459,-0.67828035,0.00014641418,0.009638699035349418
HLA-B,11.266221,11.674587,-0.4083662,0.00014641418,0.009638699035349418
SH3BGRL3,8.213622,9.31936,-1.1057377,0.00014641418,0.009638699035349418
PCBD1,0.40583825,0.70915616,-0.3033179,0.00014641418,0.009638699035349418
TPI1P1,0.87989074,1.3867965,-0.50690573,0.00014641418,0.009638699035349418
LAMP2,1.1144713,1.7342095,-0.6197382,0.00014641418,0.009638699035349418
RWDD1,1.4885852,1.975512,-0.4869268,0.00014641418,0.009638699035349418
RPN2,2.6859329,3.5822363,-0.8963034,0.00014641418,0.009638699035349418
PPP1CA,3.489969,5.0019326,-1.5119636,0.00014641418,0.009638699035349418
FAM96B,2.1015186,2.9141648,-0.81264615,0.00014641418,0.009638699035349418
ICMT,0.36123517,0.7231534,-0.36191824,0.00014641418,0.009638699035349418
SLA2,2.019417,2.8301265,-0.8107095,0.00014641418,0.009638699035349418
GAPDHP72,0.20923063,0.38343638,-0.17420575,0.00014641418,0.009638699035349418
PTK2,0.17521276,0.049567543,0.12564522,0.00015424492,0.009813795353097033
TONSL,0.037746113,0.105508365,-0.067762256,0.00015616234,0.009813795353097033
RPL26L1,0.20489646,0.43078348,-0.22588702,0.0001599802,0.009813795353097033
MXD3,0.22486071,0.43625405,-0.21139334,0.0001600503,0.009813795353097033
PHPT1,1.082509,1.6923338,-0.6098248,0.0001600503,0.009813795353097033
HIVEP3,0.6750544,1.190222,-0.51516765,0.0001600503,0.009813795353097033
PSMC1,1.5054475,2.2548552,-0.74940765,0.0001600503,0.009813795353097033
ACTN4,2.183584,3.4033225,-1.2197385,0.0001600503,0.009813795353097033
HLA-DPB1,3.851759,5.662158,-1.810399,0.0001600503,0.009813795353097033
PSMB6,2.2641945,3.334761,-1.0705664,0.0001600503,0.009813795353097033
VDAC2,2.1954012,2.9558012,-0.76040006,0.0001600503,0.009813795353097033
ZWINT,0.105979934,0.4750779,-0.36909795,0.00016658127,0.009813795353097033
NUF2,0.084975846,0.30601394,-0.2210381,0.00017336599,0.009813795353097033
ECH1,2.7957852,3.7186859,-0.9229007,0.0001748752,0.009813795353097033
WDR76,0.38228294,0.72533715,-0.3430542,0.0001748752,0.009813795353097033
PRDX6,2.2648554,3.0640554,-0.79920006,0.0001748752,0.009813795353097033
PRELID1,2.6479378,3.6469448,-0.999007,0.0001748752,0.009813795353097033
SOS2,0.4817756,0.32404467,0.15773094,0.0001748752,0.009813795353097033
CHMP1A,1.2224294,1.8378854,-0.615456,0.0001748752,0.009813795353097033
MCOLN2,0.9576926,1.510072,-0.55237937,0.0001748752,0.009813795353097033
AIP,2.1841676,3.2486992,-1.0645316,0.0001748752,0.009813795353097033
ARPC4,4.5695024,5.8705564,-1.301054,0.0001748752,0.009813795353097033
ASL,0.531713,0.8980217,-0.3663087,0.0001748752,0.009813795353097033
RAB8A,1.8371886,2.5701268,-0.7329382,0.0001748752,0.009813795353097033
TMEM59,3.5651686,4.492568,-0.9273994,0.0001748752,0.009813795353097033
GBP2,3.0700293,4.6430655,-1.5730362,0.0001748752,0.009813795353097033
TMPRSS3,0.17241661,0.35962412,-0.1872075,0.0001748752,0.009813795353097033
AC078899.1,0.20422995,0.3122078,-0.10797784,0.0001748752,0.009813795353097033
CDK10,1.0315042,1.4669043,-0.43540013,0.0001748752,0.009813795353097033
PFDN1,1.0087095,1.4987994,-0.4900899,0.0001748752,0.009813795353097033
BCAP29,0.5349121,0.9315178,-0.39660567,0.0001748752,0.009813795353097033
SCAMP2,2.065718,2.9726496,-0.90693164,0.0001748752,0.009813795353097033
NDUFA11,2.21319,3.2035215,-0.9903314,0.0001748752,0.009813795353097033
CCNF,0.1285299,0.34700724,-0.21847734,0.0001748752,0.009813795353097033
COPE,3.2830715,4.455065,-1.1719933,0.0001748752,0.009813795353097033
MPC2,1.187666,1.7826006,-0.5949346,0.0001748752,0.009813795353097033
BUB1B,0.10212622,0.36440262,-0.2622764,0.0001909024,0.010058259959008026
C17orf49,1.9683573,3.1472976,-1.1789403,0.00019098427,0.010058259959008026
HMGB1P5,3.4828172,4.2303734,-0.7475562,0.00019098427,0.010058259959008026
RAB11A,1.3164096,1.8555797,-0.53917015,0.00019098427,0.010058259959008026
SLMO2,2.0031826,2.8237295,-0.82054687,0.00019098427,0.010058259959008026
CAPZB,4.5194716,5.6029067,-1.083435,0.00019098427,0.010058259959008026
TWF2,1.7087214,2.6151695,-0.9064481,0.00019098427,0.010058259959008026
RP11-512F24.1,0.08891933,0.17620325,-0.087283924,0.00019098427,0.010058259959008026
MRPS2,0.37281826,0.66659105,-0.2937728,0.00019098427,0.010058259959008026
EIF3I,1.7787185,2.5867693,-0.8080509,0.00019098427,0.010058259959008026
APOL2,2.0513554,3.04615,-0.9947946,0.00019098427,0.010058259959008026
CASP7,0.48831755,0.8796285,-0.39131093,0.00019098427,0.010058259959008026
UFD1L,1.5169704,2.0572085,-0.54023814,0.00019098427,0.010058259959008026
RBX1,1.7207534,2.4758544,-0.75510097,0.00019098427,0.010058259959008026
COX4I1,6.1239467,7.1870675,-1.0631208,0.00019098427,0.010058259959008026
NDUFA12,1.1421162,1.8137625,-0.67164636,0.00019098427,0.010058259959008026
CDCA8,0.03978589,0.23587237,-0.19608648,0.0001942887,0.01019308509198517
SPAG7,0.89611304,1.3517315,-0.4556185,0.00020848053,0.010344185877751232
DNAJB11,1.9872513,2.7225292,-0.7352779,0.00020848053,0.010344185877751232
PRDX3,1.3375553,2.3106933,-0.973138,0.00020848053,0.010344185877751232
MPST,0.30874482,0.6500286,-0.34128377,0.00020848053,0.010344185877751232
GPI,3.7097764,4.831022,-1.1212454,0.00020848053,0.010344185877751232
ZC3H3,0.44054657,0.6805031,-0.2399565,0.00020848053,0.010344185877751232
TMEM50A,2.5949364,3.5473754,-0.95243907,0.00020848053,0.010344185877751232
MRPS24,1.0609399,1.5290662,-0.4681263,0.00020848053,0.010344185877751232
MRPL28,0.85620546,1.4340407,-0.5778352,0.00020848053,0.010344185877751232
CORO7-PAM16,0.2524669,0.38545987,-0.13299298,0.00020848053,0.010344185877751232
GYG1,0.96367174,1.6171483,-0.65347654,0.00020848053,0.010344185877751232
LYPLA2,1.1777366,1.8345923,-0.6568557,0.00020848053,0.010344185877751232
TMSB10,9.631865,10.567072,-0.93520737,0.00020848053,0.010344185877751232
PDCD6,1.6389004,2.379894,-0.7409936,0.00020848053,0.010344185877751232
PBK,0.012044334,0.104701646,-0.09265731,0.00020850035,0.010344185877751232
CLIC3,0.6597171,1.2064682,-0.54675114,0.00022747373,0.01092911524669545
RP11-887P2.3,0.9382662,1.4213179,-0.48305172,0.00022747373,0.01092911524669545
CLPP,1.3235879,1.8801668,-0.5565789,0.00022747373,0.01092911524669545
WARS,1.2552909,2.533431,-1.2781402,0.00022747373,0.01092911524669545
NELFCD,1.5808886,2.312412,-0.7315234,0.00022747373,0.01092911524669545
MYD88,1.3120971,1.9387263,-0.62662923,0.00022747373,0.01092911524669545
ZCCHC17,0.8050679,1.3068402,-0.5017723,0.00022747373,0.01092911524669545
LGALS1,1.3631979,2.5442064,-1.1810085,0.00022747373,0.01092911524669545
MINOS1-NBL1,0.26699895,0.39949524,-0.1324963,0.00022747373,0.01092911524669545
SHCBP1,0.03225374,0.23667449,-0.20442075,0.00023156067,0.0110828536611297
DLGAP5,0.030579468,0.21326719,-0.18268773,0.00023229234,0.0110828536611297
TRAV24,0.10399699,0.30393186,-0.19993487,0.00024797925,0.01113767529538161
VDAC1,1.8215334,2.6492076,-0.82767415,0.0002480823,0.01113767529538161
MVP,2.3863533,3.3330767,-0.94672346,0.0002480823,0.01113767529538161
CENPM,0.3367077,0.807867,-0.47115928,0.0002480823,0.01113767529538161
TAX1BP1,2.9282043,3.752363,-0.82415867,0.0002480823,0.01113767529538161
COX5A,2.0739954,3.424356,-1.3503606,0.0002480823,0.01113767529538161
LSM7,1.4475187,2.1098876,-0.6623689,0.0002480823,0.01113767529538161
RNF26,0.22530091,0.41018498,-0.18488407,0.0002480823,0.01113767529538161
ANP32A,1.2619429,1.7825756,-0.52063274,0.0002480823,0.01113767529538161
RNF181,1.2348814,1.7775302,-0.5426488,0.0002480823,0.01113767529538161
PSMA6P1,0.38871992,0.58129036,-0.19257045,0.0002480823,0.01113767529538161
BRCA2,0.14582527,0.3704215,-0.22459623,0.0002480823,0.01113767529538161
HLA-DRB1,3.4114516,5.267553,-1.8561013,0.0002480823,0.01113767529538161
SPCS2P4,1.771289,2.4558976,-0.6846086,0.0002480823,0.01113767529538161
AAMP,1.4386376,1.9688587,-0.5302211,0.0002480823,0.01113767529538161
FUT5,0.26838157,0.39279604,-0.124414474,0.0002480823,0.01113767529538161
AURKAIP1,1.556731,2.268082,-0.7113509,0.0002480823,0.01113767529538161
SNRPB,3.2864408,4.256195,-0.9697542,0.0002480823,0.01113767529538161
RP11-357H14.17,0.04817335,0.16191728,-0.11374393,0.000257391,0.0112212953385262
RAD51AP1,0.06290966,0.29963395,-0.23672429,0.0002665799,0.0112212953385262
TMEM160,0.74662775,1.2961947,-0.5495669,0.00027043215,0.0112212953385262
MIR4435-1HG,1.9107028,3.1434278,-1.232725,0.00027043215,0.0112212953385262
ATP5G3,2.448091,3.557832,-1.109741,0.00027043215,0.0112212953385262
GOLIM4,0.66792727,1.5163606,-0.8484334,0.00027043215,0.0112212953385262
SPCS2,2.2799828,3.0976758,-0.817693,0.00027043215,0.0112212953385262
TSPO,2.7241433,3.8038347,-1.0796914,0.00027043215,0.0112212953385262
NDUFB8,2.8417487,3.7716484,-0.9298997,0.00027043215,0.0112212953385262
UBE2M,0.12487346,0.22946471,-0.10459125,0.00027043215,0.0112212953385262
TPI1,4.807306,6.2627087,-1.4554029,0.00027043215,0.0112212953385262
POU6F1,0.27375147,0.12041603,0.15333544,0.00027043215,0.0112212953385262
TCF19,0.22627266,0.53176373,-0.3054911,0.00027043215,0.0112212953385262
GSTO1,1.2175558,1.8864818,-0.668926,0.00027043215,0.0112212953385262
COTL1,5.241902,6.602379,-1.360477,0.00027043215,0.0112212953385262
MIF,4.173731,5.1548896,-0.98115873,0.00027043215,0.0112212953385262
CSRP1,0.9833475,1.435236,-0.4518885,0.00027043215,0.0112212953385262
CYB5R4,0.7702351,1.1808877,-0.41065258,0.00027043215,0.0112212953385262
FBXO6,0.42446133,0.8844557,-0.45999435,0.00027043215,0.0112212953385262
PSMD8,2.5350454,3.5457158,-1.0106704,0.00027043215,0.0112212953385262
CD2BP2,1.6290026,2.7326539,-1.1036513,0.00027043215,0.0112212953385262
POP4,0.8140895,1.3574386,-0.5433491,0.00027043215,0.0112212953385262
EIF3K,3.9792724,4.920662,-0.94138956,0.00027043215,0.0112212953385262
GPKOW,0.6163417,0.9892605,-0.37291878,0.00027043215,0.0112212953385262
LASP1,2.5056314,3.6389856,-1.1333542,0.00027043215,0.0112212953385262
MEMO1P1,0.26668915,0.44082457,-0.17413542,0.00029465908,0.011866961246072177
VMA21,0.65481853,1.0261644,-0.37134588,0.00029465908,0.011866961246072177
EPB41,2.1517296,1.6179868,0.5337428,0.00029465908,0.011866961246072177
MSC,0.20315942,0.4041286,-0.20096919,0.00029465908,0.011866961246072177
ACOT9,0.826529,1.3834994,-0.55697036,0.00029465908,0.011866961246072177
